Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,HasFrontage,SalePrice
1751,60,RL,80.0,13774,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432.0,Unf,0.0,476.0,908.0,GasA,Ex,Y,SBrkr,1316,972,0,2288,0.0,0.0,1,2,4,1,Gd,8,Typ,2,TA,Attchd,1977.0,RFn,2.0,520.0,TA,TA,Y,321,72,0,0,156,0,0,11,2009,WD,Normal,0,242755.26645261794
1752,20,RL,62.0,7130,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,TA,TA,No,BLQ,648.0,Unf,0.0,216.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,1.0,1,0,2,1,TA,5,Typ,0,No Fireplace,Attchd,1967.0,Fin,1.0,312.0,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,1,109851.79181472538
1753,20,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1568.0,1568.0,GasA,TA,Y,SBrkr,1568,0,0,1568,0.0,0.0,1,1,3,1,TA,7,Typ,0,No Fireplace,Attchd,1967.0,Unf,2.0,440.0,TA,TA,Y,160,40,0,0,0,0,0,3,2009,COD,Normal,1,154539.54732996548
1754,60,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1974,1974,Gable,CompShg,Plywood,Plywood,252.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,Unf,0.0,467.0,1165.0,GasA,Gd,Y,SBrkr,1165,896,0,2061,0.0,1.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1974.0,RFn,2.0,498.0,TA,TA,Y,0,77,0,0,196,0,0,5,2009,COD,Abnorml,1,197278.76282829975
1755,85,RL,80.0,16500,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,509.0,TA,TA,CBlock,Gd,TA,Av,GLQ,962.0,Unf,0.0,270.0,1232.0,GasA,Fa,Y,SBrkr,1320,0,0,1320,0.0,1.0,2,0,3,1,TA,5,Typ,1,Gd,Attchd,1971.0,RFn,2.0,495.0,TA,TA,Y,0,20,0,0,0,0,0,5,2009,WD,Normal,0,159776.878530245
1756,20,RL,60.0,7436,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1960,1960,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,734.0,Unf,0.0,160.0,894.0,GasA,Gd,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,2,1,TA,5,Typ,1,Po,Detchd,1988.0,Unf,2.0,396.0,TA,TA,Y,0,0,0,360,0,0,0,8,2009,WD,Normal,1,142118.5233562778
1757,20,RL,65.0,8125,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Unf,0.0,461.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1960.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,0,9,2009,WD,Normal,1,115959.9764634947
1758,20,RL,73.0,9450,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,160.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,265.0,1040.0,GasA,TA,Y,SBrkr,1362,0,0,1362,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1982.0,RFn,3.0,768.0,TA,TA,Y,0,0,84,0,0,0,0,5,2009,WD,Normal,0,151088.92048227845
1759,20,RL,73.0,13495,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,201.0,222.0,1048.0,GasA,Fa,Y,SBrkr,1728,0,0,1728,1.0,0.0,2,0,3,1,TA,7,Min1,1,Gd,Detchd,1956.0,Unf,2.0,576.0,TA,TA,Y,0,99,0,0,0,0,0,7,2009,WD,Normal,0,155441.9262879167
1760,20,RL,85.0,9350,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,217.0,TA,TA,CBlock,TA,TA,No,ALQ,310.0,BLQ,512.0,491.0,1313.0,GasA,TA,Y,SBrkr,1313,0,0,1313,1.0,0.0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1961.0,RFn,2.0,610.0,TA,TA,Y,172,28,0,0,121,0,0,2,2009,WD,Normal,1,164496.650261476
1761,20,RL,115.0,10500,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,144.0,TA,Gd,CBlock,TA,TA,No,LwQ,998.0,Unf,0.0,294.0,1292.0,GasA,TA,Y,SBrkr,1292,0,0,1292,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1964.0,Unf,2.0,520.0,TA,TA,Y,0,32,0,0,92,0,0,7,2009,COD,Abnorml,1,166505.66195473872
1762,60,RL,73.0,8970,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,0.0,356.0,744.0,GasA,TA,Y,SBrkr,825,1315,0,2140,0.0,0.0,2,1,4,1,TA,7,Typ,1,TA,Attchd,1965.0,Fin,2.0,549.0,TA,TA,Y,0,40,264,0,0,0,0,6,2009,WD,Normal,0,173911.18050130707
1763,80,RL,85.0,11475,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,90.0,TA,TA,CBlock,TA,TA,Gd,ALQ,568.0,Unf,0.0,640.0,1208.0,GasA,Ex,Y,SBrkr,1576,0,0,1576,1.0,0.0,1,0,4,1,Gd,7,Typ,1,Po,BuiltIn,1961.0,Fin,2.0,368.0,TA,TA,Y,85,0,0,0,0,0,0,9,2009,WD,Normal,1,199921.33836864785
1764,20,RL,68.0,9768,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,247.0,613.0,960.0,GasA,Gd,Y,SBrkr,960,0,0,960,1.0,0.0,1,0,2,1,TA,5,Typ,0,No Fireplace,Attchd,1955.0,RFn,1.0,330.0,TA,TA,Y,0,70,0,0,0,0,0,2,2009,WD,Normal,1,96279.88342874478
1765,20,RL,90.0,9900,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,0.0,Gd,TA,CBlock,TA,TA,No,Rec,1173.0,Unf,0.0,507.0,1680.0,GasA,TA,Y,SBrkr,1691,0,0,1691,1.0,0.0,1,0,2,1,TA,5,Typ,0,No Fireplace,Attchd,1967.0,Unf,2.0,550.0,Gd,TA,Y,0,67,260,0,0,0,0,4,2009,WD,Normal,1,153984.22161108608
1766,20,RL,92.0,10573,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,Ex,Y,SBrkr,1453,0,0,1453,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,2.0,530.0,TA,TA,Y,0,49,0,0,288,0,0,4,2009,WD,Normal,1,192576.37099219052
1767,20,RL,80.0,14695,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,210.0,TA,Gd,CBlock,TA,TA,No,ALQ,1387.0,Unf,0.0,175.0,1562.0,GasA,Gd,Y,SBrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,Gd,5,Typ,2,Gd,Attchd,1966.0,Unf,2.0,542.0,TA,TA,Y,0,110,0,0,342,0,0,7,2009,WD,Normal,1,207527.2162645979
1768,20,RL,73.0,8760,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,164.0,Gd,TA,CBlock,TA,TA,No,ALQ,856.0,Unf,0.0,313.0,1169.0,GasA,TA,Y,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1956.0,RFn,1.0,286.0,TA,TA,Y,257,0,0,0,0,0,0,6,2009,WD,Normal,1,140045.9311134894
1769,20,RL,73.0,12285,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,128.0,TA,TA,CBlock,TA,TA,No,BLQ,544.0,Unf,0.0,785.0,1329.0,GasA,Gd,Y,SBrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,1960.0,Unf,2.0,441.0,TA,TA,Y,0,0,203,0,0,0,0,8,2009,WD,Normal,0,155847.85437359754
1770,20,RL,66.0,9240,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,708.0,Unf,0.0,280.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No Fireplace,Attchd,1959.0,Unf,1.0,297.0,TA,TA,Y,156,0,0,0,0,0,0,6,2009,WD,Normal,1,160187.76226704608
1771,20,RL,70.0,8750,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,435.0,BLQ,202.0,565.0,1202.0,GasA,TA,Y,SBrkr,1202,0,0,1202,0.0,1.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1956.0,RFn,1.0,304.0,TA,TA,Y,0,35,120,0,0,0,0,11,2009,COD,Abnorml,1,126059.67338677216
1772,20,RL,70.0,8750,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,483.0,727.0,1382.0,GasA,Gd,Y,FuseA,1382,0,0,1382,0.0,1.0,1,0,3,1,Gd,6,Typ,0,No Fireplace,Attchd,1955.0,Unf,1.0,350.0,TA,TA,Y,280,0,0,0,0,0,0,7,2009,WD,Normal,1,120025.09824227526
1773,20,RL,80.0,10400,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1956,1956,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Rec,155.0,LwQ,750.0,295.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1956.0,Unf,1.0,294.0,TA,TA,Y,0,189,140,0,0,0,0,11,2009,WD,Family,1,107202.79967547288
1774,90,RL,76.0,9482,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,657.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1866.0,1866.0,GasA,Ex,Y,SBrkr,1866,0,0,1866,0.0,0.0,2,0,4,2,TA,8,Typ,0,No Fireplace,Detchd,1958.0,Unf,2.0,495.0,TA,Fa,Y,0,0,0,0,0,0,0,12,2009,WD,Normal,1,156285.81469659362
1775,20,RL,53.0,8128,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,80.0,TA,TA,CBlock,TA,TA,No,ALQ,490.0,Unf,0.0,572.0,1062.0,GasA,Gd,Y,SBrkr,1062,0,0,1062,1.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1954.0,Unf,1.0,297.0,TA,TA,Y,0,0,0,0,0,0,0,2,2009,WD,Normal,1,152008.77080416412
1776,20,RL,67.0,13070,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,0.0,323.0,631.0,GasA,TA,Y,FuseA,1112,0,0,1112,0.0,0.0,1,0,2,1,TA,5,Typ,0,No Fireplace,Basment,1951.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,255,0,0,10,2009,WD,Normal,1,127467.48245717867
1777,30,RL,80.0,8480,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,700.0,Unf,0.0,93.0,793.0,GasA,TA,Y,SBrkr,793,0,0,793,1.0,0.0,1,0,2,1,Fa,4,Typ,0,No Fireplace,Detchd,1945.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,1,99615.04765420983
1778,20,RL,60.0,7626,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,Gd,Y,SBrkr,1031,0,0,1031,1.0,0.0,1,0,2,1,Gd,5,Typ,0,No Fireplace,Attchd,1952.0,Unf,1.0,230.0,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,1,142725.00629271052
1779,20,RL,75.0,9533,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,140.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,0.0,0.0,GasA,TA,Y,FuseA,1210,0,0,1210,0.0,0.0,1,1,2,1,TA,7,Typ,0,No Fireplace,Attchd,1953.0,Fin,1.0,616.0,TA,TA,Y,208,0,100,0,0,0,0,8,2009,ConLD,Normal,1,152277.98815425416
1780,60,RL,78.0,11419,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,699.0,Unf,0.0,0.0,699.0,GasA,Ex,Y,FuseA,801,726,0,1527,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1948.0,Unf,2.0,410.0,TA,TA,Y,0,0,134,0,0,0,0,12,2009,WD,Normal,1,164096.74659337103
1781,20,RL,60.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,390.0,Unf,0.0,810.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1950.0,Fin,1.0,246.0,TA,TA,Y,126,0,0,0,0,0,0,8,2009,WD,Normal,1,119870.49158194129
1782,20,RL,53.0,5470,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Gd,Y,FuseA,792,0,0,792,0.0,0.0,1,0,2,1,TA,4,Typ,0,No Fireplace,Attchd,1958.0,Unf,1.0,366.0,Fa,TA,Y,0,90,0,0,0,0,0,8,2009,WD,Normal,1,77721.06237056301
1783,60,RL,60.0,10800,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676,676,0,1352,0.0,1.0,2,0,4,1,Gd,7,Typ,0,No Fireplace,Detchd,1939.0,Unf,2.0,720.0,TA,TA,Y,187,0,128,0,0,0,0,8,2009,WD,Normal,1,161256.81514374682
1784,70,RL,80.0,8146,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,405.0,405.0,GasA,Gd,Y,SBrkr,717,322,0,1039,0.0,0.0,1,0,2,1,TA,6,Typ,0,No Fireplace,Detchd,1940.0,Unf,1.0,281.0,TA,TA,N,0,0,168,0,111,0,0,5,2009,WD,Normal,1,134519.77061029332
1785,30,RL,60.0,10230,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1054.0,1054.0,GasA,Ex,Y,SBrkr,1078,0,0,1078,0.0,0.0,1,0,3,1,Ex,6,Typ,0,No Fireplace,Detchd,1987.0,Unf,1.0,264.0,TA,TA,N,0,0,0,0,112,0,0,12,2009,WD,Normal,1,129563.49119964312
1786,50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1313.0,1313.0,GasA,TA,Y,SBrkr,1313,0,1064,2377,0.0,0.0,2,0,3,1,Gd,8,Min2,1,TA,Detchd,1954.0,Unf,2.0,528.0,TA,TA,Y,0,0,432,0,0,0,0,6,2009,WD,Normal,1,158384.98461482307
1787,70,RL,60.0,7200,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,560.0,560.0,GasA,Ex,Y,SBrkr,930,760,0,1690,0.0,0.0,2,0,4,1,Gd,5,Typ,0,No Fireplace,Detchd,2008.0,Unf,2.0,624.0,TA,TA,Y,0,0,112,0,0,0,0,8,2009,WD,Normal,1,183052.49155900374
1788,30,RL,90.0,5400,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,0.0,Fa,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,416.0,416.0,GasA,Gd,N,FuseA,599,0,0,599,1.0,0.0,1,0,2,1,Gd,4,Typ,0,No Fireplace,No Garage,0.0,No Garage,0.0,0.0,No Garage,No Garage,N,0,81,0,0,0,0,0,6,2009,WD,Normal,1,27565.103842301323
1789,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,N,SBrkr,846,0,0,846,0.0,0.0,1,0,2,1,Gd,4,Typ,0,No Fireplace,Detchd,1980.0,Fin,2.0,576.0,TA,TA,N,0,0,0,0,0,0,0,6,2009,WD,Normal,1,103438.0884438317
1790,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,TA,Y,FuseA,725,0,0,725,0.0,0.0,1,1,1,1,TA,4,Typ,0,No Fireplace,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0,30,0,0,0,0,0,11,2009,WD,Normal,1,96946.20537657783
1791,90,RL,81.0,9671,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,480.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1248.0,1248.0,GasA,TA,Y,SBrkr,1248,1296,0,2544,0.0,0.0,2,2,6,2,TA,12,Typ,0,No Fireplace,Attchd,1969.0,RFn,3.0,907.0,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,1,187390.32180217037
1792,20,RL,83.0,10143,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,295.0,TA,TA,CBlock,TA,TA,No,Rec,384.0,Unf,0.0,996.0,1380.0,GasA,Fa,Y,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,TA,6,Typ,0,No Fireplace,Attchd,1963.0,Unf,1.0,364.0,TA,TA,Y,0,0,0,0,216,0,0,6,2009,WD,Normal,1,150786.5011038538
1793,20,RL,77.0,11500,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,Fa,TA,CBlock,TA,Fa,No,BLQ,872.0,Rec,60.0,108.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,TA,6,Min1,1,Po,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,156,0,0,0,0,5,2009,WD,Normal,1,110637.24934031858
1794,20,RL,62.0,8010,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,745.0,Unf,0.0,206.0,951.0,GasA,Gd,Y,SBrkr,951,0,0,951,1.0,0.0,1,0,2,1,Gd,6,Typ,0,No Fireplace,Detchd,1985.0,Unf,2.0,480.0,TA,TA,Y,0,0,42,0,0,0,450,9,2009,WD,Normal,1,171012.8197269299
1795,20,RL,90.0,10454,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,143.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,559.0,1105.0,GasA,Gd,Y,FuseA,1105,0,0,1105,0.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1957.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,0,4,2009,WD,Normal,1,127951.374350275
1796,20,RL,80.0,9000,Pave,No Alley,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,82.0,TA,TA,CBlock,Gd,TA,Gd,Unf,0.0,Unf,0.0,160.0,160.0,GasA,Fa,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Basment,1958.0,RFn,1.0,384.0,TA,TA,Y,0,28,64,0,0,0,0,4,2009,WD,Normal,1,127974.56360292326
1797,50,RL,60.0,8064,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,Rec,621.0,Unf,0.0,174.0,795.0,GasA,Gd,N,SBrkr,765,368,0,1133,0.0,0.0,1,0,3,1,TA,5,Typ,0,No Fireplace,Detchd,1989.0,Unf,2.0,900.0,TA,TA,Y,0,0,0,0,231,0,0,12,2009,COD,Abnorml,1,128078.75627087333
1798,20,RL,71.0,7350,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1041.0,1041.0,GasA,Gd,Y,SBrkr,1041,0,0,1041,0.0,0.0,1,0,3,1,TA,6,Typ,0,No Fireplace,Attchd,1958.0,RFn,1.0,294.0,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,1,129965.86141160924
